Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta
TRX-11366,PROD-1822,16/02/2025,6,234.64,59.11,11,Perdido,Cali,Físico
TRX-11367,PROD-1541,14/07/2025,12,295.6,67.37,9,Retrasado,Cali,Online
TRX-11368,PROD-3209,01/01/2026,3,934.3,,24,,Bogotá,Online
TRX-11369,PROD-2498,18/06/2025,4,1903.02,15.97,8,Perdido,Cali,Físico
TRX-11370,PROD-3174,02/02/2025,13,727.96,50.22,20,Entregado,Bogotá,WhatsApp
TRX-11371,PROD-3055,11/11/2024,9,1756.19,38.92,28,,Cali,WhatsApp
TRX-11372,PROD-2116,15/10/2024,3,249.37,97.47,24,Devuelto,MED,Físico
TRX-11373,PROD-1673,05/10/2025,2,1237.86,9.71,18,Devuelto,Bogotá,App
TRX-11374,PROD-2052,03/10/2025,2,1205.22,33.34,11,Entregado,Bucaramanga,App
TRX-11375,PROD-2973,19/12/2024,2,1721.15,94.48,5,Devuelto,Barranquilla,Físico
TRX-11376,PROD-2208,09/11/2025,6,16.6,98.43,4,Entregado,Ventas_Web,Online
TRX-11377,PROD-2387,12/01/2025,2,387.96,83.37,21,Entregado,Ventas_Web,Físico
TRX-11378,PROD-1471,11/01/2025,11,447.18,12.22,5,Perdido,Cali,Físico
TRX-11379,PROD-2918,03/12/2024,7,1900.43,58.33,21,,Medellín,App
TRX-11380,PROD-1308,23/02/2025,7,315.85,,7,Perdido,Bogotá,App
TRX-11381,PROD-1576,29/12/2025,7,83.56,43.01,17,Retrasado,Bogotá,Físico
TRX-11382,PROD-1924,18/11/2024,14,1073.58,81.61,29,Perdido,Bogotá,Online
TRX-11383,PROD-3770,06/06/2025,13,1061.83,10.23,18,Devuelto,Cali,WhatsApp
TRX-11384,PROD-3966,25/02/2025,2,1689.65,23.73,23,,Barranquilla,Físico
TRX-11385,PROD-3762,13/01/2025,7,1898.23,51.47,1,Perdido,Medellín,Físico
TRX-11386,PROD-2627,06/08/2025,10,1081.71,19.98,16,Entregado,Bogotá,WhatsApp
TRX-11387,PROD-3282,08/11/2024,8,1860.69,70.81,9,Perdido,BOG,App
TRX-11388,PROD-2498,18/05/2025,8,1453.07,82.97,12,Devuelto,Bogotá,Online
TRX-11389,PROD-1369,22/08/2025,14,536.47,71.93,19,Retrasado,Bogotá,App
TRX-11390,PROD-2616,06/01/2025,2,1857.56,46.83,11,,MED,WhatsApp
TRX-11391,PROD-1057,17/01/2026,5,1338.21,88.45,6,En Camino,Bogotá,WhatsApp
TRX-11392,PROD-2083,28/03/2025,14,834.05,,4,,Medellín,WhatsApp
TRX-11393,PROD-3197,28/02/2025,6,1363.68,18.08,16,Entregado,Bogotá,WhatsApp
TRX-11394,PROD-1506,08/04/2025,9,808.61,29.73,3,Devuelto,MED,Online
TRX-11395,PROD-2862,09/10/2025,6,237.23,51.51,8,Devuelto,Medellín,Físico
TRX-11396,PROD-2509,18/03/2025,10,1440.77,10.83,16,En Camino,Medellín,Físico
TRX-11397,PROD-3755,10/06/2025,6,1649.93,14.09,29,Retrasado,Bogotá,WhatsApp
TRX-11398,PROD-3753,06/07/2025,10,1460.32,42.76,2,Entregado,Bucaramanga,Online
TRX-11399,PROD-2073,12/07/2025,10,465.94,94.67,13,Retrasado,Ventas_Web,WhatsApp
TRX-11400,PROD-3394,23/08/2025,-5,1913.7,91.3,999,En Camino,Medellín,Online
TRX-11401,PROD-2560,12/02/2025,6,60.26,49.27,19,Entregado,Ventas_Web,Físico
TRX-11402,PROD-3615,27/07/2025,9,672.04,18.51,24,Perdido,Bucaramanga,Online
TRX-11403,PROD-2521,26/01/2026,10,527.58,21.92,16,Retrasado,Medellín,Físico
TRX-11404,PROD-1443,07/04/2025,7,105.77,,19,Perdido,MED,Online
TRX-11405,PROD-3764,11/01/2026,1,817.4,40.87,8,Entregado,BOG,App
TRX-11406,PROD-1957,05/05/2025,1,1250.0,24.96,23,En Camino,Cali,Online
TRX-11407,PROD-2931,22/10/2025,14,1766.28,12.88,2,Perdido,Bogotá,WhatsApp
TRX-11408,PROD-1102,04/11/2024,4,1979.48,69.01,1,Perdido,Cali,App
TRX-11409,PROD-3537,20/12/2025,12,1618.1,60.24,17,Devuelto,Ventas_Web,App
TRX-11410,PROD-3299,20/02/2025,2,942.67,32.67,18,Entregado,Ventas_Web,App
TRX-11411,PROD-2343,15/07/2025,3,1450.17,79.0,7,,Medellín,App
TRX-11412,PROD-3498,24/11/2024,12,1688.81,78.72,9,En Camino,Cali,App
TRX-11413,PROD-1906,30/01/2025,7,935.96,51.65,23,Devuelto,Bogotá,App
TRX-11414,PROD-3652,04/06/2025,14,1572.26,14.17,3,Retrasado,Ventas_Web,App
TRX-11415,PROD-1258,29/12/2025,7,970.48,92.25,24,En Camino,BOG,Online
TRX-11416,PROD-3602,31/08/2025,14,779.13,,24,Devuelto,Bogotá,WhatsApp
TRX-11417,PROD-2901,24/04/2025,12,1056.92,68.52,25,Retrasado,BOG,Online
TRX-11418,PROD-3871,04/12/2024,3,1354.95,28.47,11,En Camino,Medellín,App
TRX-11419,PROD-2237,27/11/2025,13,1456.5,62.99,28,Devuelto,Medellín,App
TRX-11420,PROD-3659,04/01/2025,2,719.91,43.48,16,En Camino,Bucaramanga,App
TRX-11421,PROD-2672,27/02/2025,13,1146.93,65.36,29,Perdido,Barranquilla,Online
TRX-11422,PROD-1477,21/06/2025,13,1820.64,50.02,9,Devuelto,BOG,WhatsApp
TRX-11423,PROD-1572,03/08/2025,1,1952.86,51.12,12,Perdido,Ventas_Web,WhatsApp
TRX-11424,PROD-1185,18/05/2025,9,462.22,74.91,14,Devuelto,Ventas_Web,Online
TRX-11425,PROD-1152,22/07/2025,10,393.73,63.3,25,Perdido,BOG,Físico
TRX-11426,PROD-2246,29/09/2025,3,1356.6,12.6,4,Entregado,Cali,Físico
TRX-11427,PROD-3017,27/02/2025,9,835.22,11.21,26,Perdido,Bucaramanga,WhatsApp
TRX-11428,PROD-1475,09/01/2025,4,58.2,,4,Entregado,BOG,Físico
TRX-11429,PROD-1398,01/10/2024,10,700.26,33.98,11,,Ventas_Web,Online
TRX-11430,PROD-1961,09/08/2025,6,1615.42,45.87,2,En Camino,Cali,WhatsApp
TRX-11431,PROD-3201,20/11/2024,13,1596.88,31.15,24,Retrasado,Ventas_Web,WhatsApp
TRX-11432,PROD-1555,15/09/2025,7,994.42,66.89,18,Retrasado,Bogotá,Online
TRX-11433,PROD-2591,02/04/2025,10,950.43,23.54,3,Retrasado,Medellín,Online
TRX-11434,PROD-2858,05/02/2025,14,1163.22,71.89,25,Entregado,Cali,Online
TRX-11435,PROD-2519,31/05/2025,6,446.6,78.45,2,Retrasado,Barranquilla,App
TRX-11436,PROD-3746,06/10/2025,1,1056.83,16.81,1,Retrasado,Ventas_Web,Físico
TRX-11437,PROD-3852,02/12/2025,6,31.98,66.83,5,Perdido,Bogotá,Físico
TRX-11438,PROD-3212,15/02/2025,11,956.36,96.34,7,,MED,WhatsApp
TRX-11439,PROD-2716,04/09/2025,14,678.74,23.32,20,Retrasado,Bogotá,Físico
TRX-11440,PROD-3405,01/01/2026,6,1352.99,,4,Entregado,Bucaramanga,WhatsApp
TRX-11441,PROD-3976,09/09/2025,5,1280.32,91.38,27,Perdido,Barranquilla,WhatsApp
TRX-11442,PROD-1632,19/11/2024,3,767.86,62.57,3,Entregado,Bogotá,App
TRX-11443,PROD-2699,18/03/2025,10,24.47,61.14,6,Devuelto,Barranquilla,WhatsApp
TRX-11444,PROD-3682,07/07/2025,3,512.02,9.93,12,Retrasado,Medellín,App
TRX-11445,PROD-1405,25/05/2025,11,1270.36,76.09,29,Entregado,MED,Físico
TRX-11446,PROD-3004,09/11/2024,10,154.02,50.44,16,Entregado,BOG,App
TRX-11447,PROD-3521,20/07/2025,13,224.21,73.51,8,Perdido,Barranquilla,Online
TRX-11448,PROD-2671,04/12/2025,7,1297.6,81.87,11,Devuelto,Bucaramanga,App
TRX-11449,PROD-2145,13/09/2025,8,1513.98,54.76,13,Devuelto,Bucaramanga,WhatsApp
TRX-11450,PROD-1134,31/12/2024,14,649.88,30.05,14,Retrasado,Cali,Físico
TRX-11451,PROD-3827,23/04/2025,3,984.45,18.45,27,,Ventas_Web,WhatsApp
TRX-11452,PROD-2517,21/07/2025,3,1891.97,,18,En Camino,MED,Físico
TRX-11453,PROD-1889,15/01/2026,7,1891.63,20.25,22,En Camino,Medellín,WhatsApp
TRX-11454,PROD-2816,11/11/2025,10,621.93,87.36,8,Perdido,Medellín,App
TRX-11455,PROD-2821,06/03/2025,12,1621.88,16.74,1,Retrasado,Barranquilla,WhatsApp
TRX-11456,PROD-1967,27/10/2025,7,1191.95,41.55,4,Perdido,Bucaramanga,Online
TRX-11457,PROD-2485,26/11/2025,11,1951.21,36.76,17,,Bucaramanga,Online
TRX-11458,PROD-1406,26/01/2025,9,960.45,87.22,20,Retrasado,Bucaramanga,Físico
TRX-11459,PROD-3808,21/07/2025,14,1551.67,50.38,27,Devuelto,BOG,Físico
TRX-11460,PROD-2504,28/12/2025,6,1538.59,99.66,25,En Camino,Medellín,App
TRX-11461,PROD-3230,21/01/2025,13,999.89,75.02,22,Entregado,Bucaramanga,WhatsApp
TRX-11462,PROD-3641,19/12/2024,7,1593.3,85.84,6,En Camino,Cali,Online
TRX-11463,PROD-2469,27/04/2025,11,529.47,14.37,5,Retrasado,Bogotá,App
TRX-11464,PROD-1248,22/11/2024,10,253.28,,14,,Bucaramanga,Físico
TRX-11465,PROD-2630,21/07/2025,1,856.08,29.04,19,En Camino,Cali,App
TRX-11466,PROD-2130,20/03/2025,7,1887.83,17.87,14,Entregado,Cali,Físico
TRX-11467,PROD-1777,31/03/2025,2,1006.48,49.04,2,Devuelto,Bogotá,Físico
TRX-11468,PROD-1500,04/03/2025,7,1274.17,73.24,9,Devuelto,Ventas_Web,App
TRX-11469,PROD-2862,12/12/2024,3,1252.08,21.06,25,Retrasado,Medellín,WhatsApp
TRX-11470,PROD-1375,29/01/2026,9,273.82,17.37,7,En Camino,Bucaramanga,App
TRX-11471,PROD-3714,11/03/2025,13,786.69,63.39,18,Retrasado,MED,Físico
TRX-11472,PROD-1868,20/07/2025,5,1416.81,26.88,20,En Camino,Cali,Online
TRX-11473,PROD-3628,01/10/2025,7,1944.26,50.54,11,Perdido,Ventas_Web,WhatsApp
TRX-11474,PROD-3619,06/04/2025,8,344.36,9.86,8,Retrasado,Cali,WhatsApp
TRX-11475,PROD-3445,13/04/2025,13,826.78,69.66,26,En Camino,BOG,Online
TRX-11476,PROD-1087,08/11/2024,12,199.24,,22,Perdido,Bogotá,WhatsApp
TRX-11477,PROD-1207,29/12/2025,2,492.33,56.43,21,Retrasado,MED,Físico
TRX-11478,PROD-2366,27/02/2025,11,759.75,66.51,27,Devuelto,Ventas_Web,App
TRX-11479,PROD-1997,04/11/2025,1,1085.88,31.16,10,,Cali,Físico
TRX-11480,PROD-1515,04/04/2025,7,468.83,31.47,18,Perdido,Bucaramanga,WhatsApp
TRX-11481,PROD-3312,23/11/2025,6,462.85,81.13,17,Retrasado,Medellín,Online
TRX-11482,PROD-1840,14/11/2025,6,1557.88,73.26,17,Entregado,Cali,WhatsApp
TRX-11483,PROD-1281,28/06/2025,2,1925.66,60.07,1,,Medellín,Físico
TRX-11484,PROD-3270,05/08/2025,3,653.99,64.67,27,Devuelto,Cali,WhatsApp
TRX-11485,PROD-1848,14/01/2026,4,1379.1,13.93,22,,Cali,WhatsApp
TRX-11486,PROD-3401,17/11/2025,3,523.58,86.34,4,,Ventas_Web,Físico
TRX-11487,PROD-1884,18/06/2025,2,1856.62,78.14,11,Perdido,Bucaramanga,WhatsApp
TRX-11488,PROD-1954,16/01/2026,3,1349.08,,9,En Camino,Ventas_Web,Físico
TRX-11489,PROD-2345,09/04/2025,14,1607.33,61.1,9,Entregado,Medellín,Online
TRX-11490,PROD-1604,04/05/2025,6,108.21,92.27,3,En Camino,MED,WhatsApp
TRX-11491,PROD-3441,12/06/2025,9,1201.03,21.02,6,,Barranquilla,Online
TRX-11492,PROD-1011,22/11/2025,4,1059.95,70.23,6,Entregado,Bucaramanga,App
TRX-11493,PROD-2135,07/03/2025,6,593.06,96.48,10,Retrasado,Medellín,WhatsApp
TRX-11494,PROD-1592,21/03/2025,1,532.24,34.45,10,Retrasado,Medellín,App
TRX-11495,PROD-1532,24/11/2025,12,1164.25,6.45,17,En Camino,Medellín,Online
TRX-11496,PROD-3212,02/04/2025,6,1415.91,74.81,15,,BOG,Online
TRX-11497,PROD-2026,24/10/2025,12,76.01,5.66,25,En Camino,Barranquilla,Físico
TRX-11498,PROD-1714,26/04/2025,3,1139.13,87.89,4,En Camino,Bucaramanga,App
TRX-11499,PROD-1450,03/07/2025,9,349.21,10.35,22,Perdido,BOG,App
TRX-11500,PROD-3707,09/09/2025,-5,289.32,,10,,Barranquilla,Físico
TRX-11501,PROD-1105,07/01/2025,4,1250.01,67.01,28,Devuelto,Cali,App
TRX-11502,PROD-1539,01/01/2026,7,628.63,40.83,8,En Camino,Bogotá,Online
TRX-11503,PROD-1060,29/12/2024,4,887.35,24.32,1,Retrasado,Barranquilla,Online
TRX-11504,PROD-2467,25/09/2025,11,726.4,90.33,24,,Cali,Online
TRX-11505,PROD-1974,17/01/2026,6,1300.19,75.89,22,,Barranquilla,Online
TRX-11506,PROD-3411,03/02/2026,14,945.54,37.34,17,,Medellín,WhatsApp
TRX-11507,PROD-2326,10/05/2025,7,1927.28,31.99,12,Retrasado,Bogotá,Físico
TRX-11508,PROD-1064,06/06/2025,2,711.24,74.92,12,En Camino,Bogotá,WhatsApp
TRX-11509,PROD-1713,04/11/2024,10,1483.17,84.47,25,,MED,WhatsApp
TRX-11510,PROD-2086,22/05/2025,6,522.01,73.01,13,,Cali,App
TRX-11511,PROD-1214,03/11/2024,8,1022.42,65.8,25,En Camino,BOG,Físico
TRX-11512,PROD-1519,26/12/2024,13,1109.61,,26,Retrasado,BOG,WhatsApp
TRX-11513,PROD-2724,30/11/2025,13,664.93,26.65,14,Perdido,MED,WhatsApp
TRX-11514,PROD-3154,03/06/2025,12,948.84,86.02,8,,Barranquilla,Físico
TRX-11515,PROD-1465,29/03/2025,6,565.76,76.22,14,Entregado,Barranquilla,Online
TRX-11516,PROD-1260,12/10/2025,2,21.94,54.14,7,Retrasado,BOG,Físico
TRX-11517,PROD-2950,26/07/2025,4,439.14,53.6,17,Entregado,Barranquilla,Físico
TRX-11518,PROD-2836,27/10/2025,1,1403.13,59.07,11,En Camino,Cali,Físico
TRX-11519,PROD-2482,08/03/2025,7,1544.22,83.69,1,Devuelto,Barranquilla,Online
TRX-11520,PROD-3102,20/06/2025,8,567.6,75.51,8,En Camino,Ventas_Web,Físico
TRX-11521,PROD-3431,25/01/2025,10,822.01,86.34,13,En Camino,Bogotá,Online
TRX-11522,PROD-1446,02/03/2025,2,84.36,53.19,26,En Camino,Ventas_Web,WhatsApp
TRX-11523,PROD-2851,18/12/2024,10,481.76,64.34,24,,Bogotá,WhatsApp
TRX-11524,PROD-3063,28/07/2025,5,1560.65,,17,Retrasado,Bucaramanga,Online
TRX-11525,PROD-1907,24/01/2026,11,1215.91,86.18,24,Retrasado,Barranquilla,App
TRX-11526,PROD-3519,06/05/2025,8,419.48,27.07,24,Devuelto,Barranquilla,Físico
TRX-11527,PROD-1177,14/02/2025,11,522.31,47.18,12,Entregado,MED,WhatsApp
TRX-11528,PROD-3978,02/09/2025,8,1635.44,63.96,26,Entregado,Bogotá,WhatsApp
TRX-11529,PROD-3698,28/05/2025,5,426.08,91.94,16,Entregado,Bogotá,Online
TRX-11530,PROD-3135,19/09/2025,8,674.97,6.5,10,En Camino,Medellín,App
TRX-11531,PROD-2235,28/09/2024,14,1332.07,25.19,29,Devuelto,Medellín,App
TRX-11532,PROD-2876,23/10/2024,6,1126.61,27.27,16,En Camino,Bucaramanga,App
TRX-11533,PROD-3635,07/04/2025,5,927.13,36.03,28,Devuelto,Bogotá,Online
TRX-11534,PROD-1127,12/05/2025,13,1800.48,31.77,3,Perdido,Bucaramanga,Online
TRX-11535,PROD-1249,15/07/2025,14,447.22,61.06,1,Retrasado,Barranquilla,Físico
TRX-11536,PROD-2961,10/11/2025,11,1485.43,,19,,Barranquilla,WhatsApp
TRX-11537,PROD-2645,13/08/2025,4,326.54,89.13,24,,Bogotá,WhatsApp
TRX-11538,PROD-2746,26/12/2025,5,1235.31,65.51,8,,Cali,Online
TRX-11539,PROD-3810,04/02/2025,12,1742.54,27.95,16,En Camino,Ventas_Web,WhatsApp
TRX-11540,PROD-1442,28/01/2026,4,921.22,87.06,28,Perdido,Bucaramanga,Físico
TRX-11541,PROD-3008,05/10/2024,1,1451.35,65.04,15,Entregado,Cali,Online
TRX-11542,PROD-3917,01/02/2026,3,1642.58,25.8,7,,Ventas_Web,WhatsApp
TRX-11543,PROD-2816,26/09/2024,8,280.69,39.36,2,Perdido,Ventas_Web,App
TRX-11544,PROD-1301,19/03/2025,7,1414.6,80.05,13,,Barranquilla,Online
TRX-11545,PROD-1330,14/05/2025,12,1840.48,75.2,5,Retrasado,MED,WhatsApp
TRX-11546,PROD-2319,08/06/2025,7,1156.98,59.78,10,,BOG,WhatsApp
TRX-11547,PROD-3491,09/02/2025,11,380.38,18.75,8,Retrasado,Bucaramanga,Físico
TRX-11548,PROD-1607,26/11/2024,3,262.62,,13,,Barranquilla,Físico
TRX-11549,PROD-1269,02/07/2025,9,526.87,81.31,19,,Medellín,App
TRX-11550,PROD-1516,20/09/2025,6,215.99,34.22,6,Retrasado,Bogotá,App
TRX-11551,PROD-2126,25/07/2025,8,1031.65,78.3,18,,Medellín,App
TRX-11552,PROD-3557,15/04/2025,8,148.71,66.52,8,Perdido,BOG,Físico
TRX-11553,PROD-3593,09/10/2024,3,454.58,30.1,9,Entregado,BOG,WhatsApp
TRX-11554,PROD-3397,10/04/2025,4,885.42,25.18,17,En Camino,Bucaramanga,Online
TRX-11555,PROD-3246,24/10/2024,14,953.09,17.44,4,,Medellín,Online
TRX-11556,PROD-3916,22/04/2025,6,1135.14,27.98,22,Entregado,MED,Físico
TRX-11557,PROD-2331,01/12/2025,2,1414.17,19.99,18,Devuelto,BOG,Físico
TRX-11558,PROD-2560,22/06/2025,12,103.98,63.62,6,Devuelto,Ventas_Web,Físico
TRX-11559,PROD-3446,09/07/2025,12,170.44,61.88,11,En Camino,Bucaramanga,Físico
TRX-11560,PROD-3173,10/07/2025,11,131.11,,23,,Cali,Online
TRX-11561,PROD-2207,18/01/2026,12,852.07,60.69,22,,Bogotá,App
TRX-11562,PROD-2858,21/01/2026,7,93.28,65.98,10,Retrasado,Ventas_Web,Online
TRX-11563,PROD-3070,14/05/2025,2,1494.7,82.4,26,En Camino,Cali,Físico
TRX-11564,PROD-3479,04/11/2025,11,453.77,91.79,11,Perdido,MED,App
TRX-11565,PROD-2762,23/03/2025,5,1879.03,26.89,8,,Barranquilla,Online
TRX-11566,PROD-1406,15/02/2025,12,977.94,60.84,21,Retrasado,BOG,Físico
TRX-11567,PROD-3874,11/11/2024,4,898.19,12.44,3,En Camino,Bogotá,Físico
TRX-11568,PROD-1468,26/11/2025,9,1563.27,16.41,2,En Camino,Medellín,WhatsApp
TRX-11569,PROD-3681,28/11/2025,13,1429.18,67.16,18,Perdido,Bucaramanga,WhatsApp
TRX-11570,PROD-3666,03/01/2025,13,1218.54,51.23,2,Perdido,Bogotá,Físico
TRX-11571,PROD-3258,25/10/2024,2,1870.94,77.04,26,Entregado,Barranquilla,Online
TRX-11572,PROD-3952,01/02/2026,7,850.3,,12,Devuelto,BOG,WhatsApp
TRX-11573,PROD-1880,06/01/2026,13,1618.98,45.44,5,En Camino,Ventas_Web,Online
TRX-11574,PROD-2761,20/12/2024,7,766.38,17.12,26,Entregado,Cali,Online
TRX-11575,PROD-2849,20/01/2026,7,1678.31,87.85,4,Retrasado,BOG,WhatsApp
TRX-11576,PROD-1935,07/11/2025,1,526.35,12.87,16,Retrasado,Barranquilla,Físico
TRX-11577,PROD-2694,12/10/2025,8,585.64,22.95,14,Devuelto,Medellín,WhatsApp
TRX-11578,PROD-2388,29/08/2025,2,1358.96,31.31,2,Retrasado,Bucaramanga,Online
TRX-11579,PROD-2857,03/08/2025,5,433.3,99.55,21,Devuelto,BOG,App
TRX-11580,PROD-2633,21/05/2025,2,466.02,44.6,7,Retrasado,Bucaramanga,WhatsApp
TRX-11581,PROD-2703,15/06/2025,13,617.47,52.66,21,Retrasado,Medellín,App
TRX-11582,PROD-3988,03/05/2025,5,1361.07,78.12,11,En Camino,Bucaramanga,Físico
TRX-11583,PROD-1389,16/05/2025,7,1779.88,65.46,24,Perdido,Ventas_Web,WhatsApp
TRX-11584,PROD-2280,22/02/2025,6,1352.39,,12,En Camino,Bogotá,App
TRX-11585,PROD-2748,03/01/2026,13,1657.35,84.93,22,Entregado,Bogotá,Físico
TRX-11586,PROD-2280,18/11/2024,12,1091.69,51.21,29,Perdido,Medellín,Online
TRX-11587,PROD-3724,10/08/2025,5,147.16,97.36,25,En Camino,Medellín,Físico
TRX-11588,PROD-2044,02/10/2025,4,209.93,80.7,26,Perdido,Barranquilla,Físico
TRX-11589,PROD-2533,12/01/2025,8,1113.24,43.13,5,Perdido,Bucaramanga,Online
TRX-11590,PROD-1625,07/10/2024,11,662.32,41.22,24,Perdido,BOG,Físico
TRX-11591,PROD-3813,08/11/2025,14,448.93,93.3,16,Retrasado,MED,WhatsApp
TRX-11592,PROD-2942,18/06/2025,8,937.85,70.02,22,Perdido,Cali,Físico
TRX-11593,PROD-1274,14/01/2025,1,1336.33,64.04,7,Retrasado,Ventas_Web,App
TRX-11594,PROD-1373,01/06/2025,10,776.13,76.99,28,,Medellín,Físico
TRX-11595,PROD-1349,04/02/2026,2,1607.06,58.28,8,Perdido,Ventas_Web,App
TRX-11596,PROD-1381,01/10/2025,3,1479.66,,4,Retrasado,Barranquilla,Físico
TRX-11597,PROD-2768,11/02/2025,13,1472.48,20.12,4,Perdido,Medellín,WhatsApp
TRX-11598,PROD-1395,14/01/2025,1,1970.53,35.33,27,Entregado,BOG,Online
TRX-11599,PROD-2526,16/12/2025,11,597.51,58.0,6,En Camino,Ventas_Web,Online
TRX-11600,PROD-1532,09/07/2025,-5,1293.0,6.73,999,,Medellín,App
TRX-11601,PROD-3278,18/01/2026,3,1712.4,46.55,2,Perdido,Bogotá,Físico
TRX-11602,PROD-1245,14/09/2025,10,1163.25,76.8,9,Entregado,MED,Físico
TRX-11603,PROD-3402,17/10/2024,12,1581.11,20.6,28,En Camino,Bucaramanga,WhatsApp
TRX-11604,PROD-3300,25/09/2025,8,834.76,11.13,8,Devuelto,MED,Físico
TRX-11605,PROD-3300,29/07/2025,4,1185.08,84.42,18,,Ventas_Web,App
TRX-11606,PROD-2350,04/06/2025,13,120.78,63.64,28,,Medellín,App
TRX-11607,PROD-3744,29/12/2025,13,1971.68,21.78,12,Perdido,Bucaramanga,WhatsApp
TRX-11608,PROD-1500,17/06/2025,7,1602.04,,16,Devuelto,Barranquilla,App
TRX-11609,PROD-2682,26/01/2025,7,1738.93,81.6,1,En Camino,Ventas_Web,App
TRX-11610,PROD-2448,20/10/2025,11,1391.65,67.52,26,En Camino,Medellín,WhatsApp
TRX-11611,PROD-3725,30/05/2025,5,380.24,36.74,20,Perdido,MED,App
TRX-11612,PROD-2732,06/07/2025,12,71.75,40.74,27,Entregado,Cali,App
TRX-11613,PROD-3953,22/08/2025,1,1730.67,19.81,4,Perdido,MED,Online
TRX-11614,PROD-1210,12/01/2026,10,798.7,84.35,14,Entregado,Bogotá,WhatsApp
TRX-11615,PROD-2178,14/11/2024,4,535.09,53.36,18,Perdido,Cali,Online
TRX-11616,PROD-3459,25/09/2025,7,1127.73,57.92,5,Entregado,Ventas_Web,Físico
TRX-11617,PROD-2279,04/11/2024,14,847.59,88.93,28,Retrasado,Bogotá,WhatsApp
TRX-11618,PROD-2440,07/03/2025,5,1306.82,6.5,3,Entregado,Medellín,Físico
TRX-11619,PROD-1424,03/11/2024,2,972.75,11.36,19,Entregado,MED,App
TRX-11620,PROD-3367,07/10/2025,14,1397.49,,12,En Camino,Ventas_Web,Online
TRX-11621,PROD-3078,22/12/2025,8,1708.31,20.35,26,Devuelto,Medellín,App
TRX-11622,PROD-1871,17/03/2025,2,399.16,7.85,28,Perdido,Ventas_Web,Online
TRX-11623,PROD-1633,28/11/2024,11,665.57,67.52,19,En Camino,Bucaramanga,Online
TRX-11624,PROD-3689,27/11/2024,8,879.26,65.22,20,Devuelto,Ventas_Web,Online
TRX-11625,PROD-2975,27/10/2025,13,1924.5,25.03,11,En Camino,Bogotá,Online
TRX-11626,PROD-1918,14/12/2024,11,737.01,19.19,21,,Barranquilla,App
TRX-11627,PROD-1443,07/09/2025,2,768.39,18.84,20,En Camino,Cali,App
TRX-11628,PROD-2434,05/01/2025,11,1310.41,95.56,9,Perdido,MED,App
TRX-11629,PROD-3278,27/10/2025,5,844.21,70.88,20,,Barranquilla,Online
TRX-11630,PROD-2505,06/07/2025,4,1902.94,60.62,27,Retrasado,Bogotá,Físico
TRX-11631,PROD-1470,01/10/2025,1,1789.99,35.64,23,En Camino,Ventas_Web,App
TRX-11632,PROD-2141,27/03/2025,14,1031.68,,26,Perdido,Barranquilla,App
TRX-11633,PROD-3351,03/07/2025,12,1293.1,46.14,27,Entregado,Bogotá,WhatsApp
TRX-11634,PROD-1926,26/09/2024,8,125.48,13.49,5,Devuelto,Bucaramanga,Físico
TRX-11635,PROD-2757,07/02/2025,10,1394.5,99.82,10,Perdido,Bucaramanga,App
TRX-11636,PROD-3297,20/03/2025,12,1417.33,76.73,9,Retrasado,Barranquilla,App
TRX-11637,PROD-3546,17/05/2025,3,724.81,64.04,25,Perdido,BOG,WhatsApp
TRX-11638,PROD-3513,10/10/2024,13,447.17,60.84,13,Perdido,BOG,Online
TRX-11639,PROD-3764,22/07/2025,4,1831.01,52.91,29,Entregado,Barranquilla,Físico
TRX-11640,PROD-3632,12/11/2025,4,859.14,29.46,29,Devuelto,Ventas_Web,Físico
TRX-11641,PROD-3280,10/11/2025,5,1310.88,26.51,8,,MED,WhatsApp
TRX-11642,PROD-1107,16/11/2025,3,76.32,57.21,22,Devuelto,BOG,Físico
TRX-11643,PROD-3494,01/10/2024,9,833.99,11.67,13,Retrasado,Bogotá,App
TRX-11644,PROD-3694,16/11/2025,4,1636.35,,28,,Bucaramanga,Físico
TRX-11645,PROD-3840,21/10/2024,14,781.28,12.07,27,,MED,WhatsApp
TRX-11646,PROD-2095,13/02/2025,10,1210.29,58.28,22,Devuelto,Barranquilla,Online
TRX-11647,PROD-1118,05/09/2025,11,427.61,92.38,28,Entregado,MED,WhatsApp
TRX-11648,PROD-1738,18/02/2025,11,838.89,91.86,18,Retrasado,Bogotá,Físico
TRX-11649,PROD-2119,25/11/2024,4,1856.0,6.03,23,Entregado,Bogotá,WhatsApp
TRX-11650,PROD-3878,24/09/2025,6,1137.24,15.2,9,Entregado,Barranquilla,WhatsApp
TRX-11651,PROD-2265,16/12/2025,8,1804.84,60.39,9,,Ventas_Web,Físico
TRX-11652,PROD-2391,07/10/2025,13,1805.02,85.61,2,Perdido,Cali,Online
TRX-11653,PROD-2437,28/03/2025,7,1888.85,95.67,25,Perdido,MED,App
TRX-11654,PROD-1025,23/09/2025,4,1791.83,86.76,7,Perdido,Medellín,WhatsApp
TRX-11655,PROD-1743,07/05/2025,4,16.53,69.37,5,,Bogotá,Online
TRX-11656,PROD-1586,18/01/2025,5,1868.69,,21,En Camino,Bucaramanga,Online
