Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS
FB-9516,TRX-18501,1,5,Dañado,N/A,No,27,-84.1
FB-9517,TRX-19580,1,4,N/A,Maybe,No,38,15.6
FB-9518,TRX-18830,4,3,---,SI,Sí,55,93.0
FB-9519,TRX-12033,5,1,Lento,NO,0,37,54.7
FB-9520,TRX-13399,3,4,No volvería,NO,No,32,49.1
FB-9521,TRX-11922,4,4,Excelente,NO,Sí,38,66.0
FB-9522,TRX-12960,4,4,Lento,N/A,No,36,80.2
FB-9523,TRX-19815,3,4,No volvería,Maybe,No,25,-39.2
FB-9524,TRX-12948,1,4,N/A,SI,1,59,-82.0
FB-9525,TRX-10087,1,3,Precio justo,Maybe,1,39,50.3
FB-9526,TRX-19088,2,2,Excelente,SI,1,34,-14.6
FB-9527,TRX-17327,3,2,No volvería,N/A,Sí,29,89.1
FB-9528,TRX-15149,4,1,---,SI,No,80,86.7
FB-9529,TRX-12015,2,5,No volvería,NO,Sí,76,94.8
FB-9530,TRX-10641,2,3,Lento,NO,No,65,55.0
FB-9531,TRX-12110,2,4,N/A,N/A,No,44,22.6
FB-9532,TRX-19422,1,2,N/A,Maybe,1,81,53.4
FB-9533,TRX-13378,5,1,---,NO,1,80,-45.0
FB-9534,TRX-12641,2,4,Precio justo,SI,No,60,-99.6
FB-9535,TRX-11438,4,1,N/A,NO,No,45,-7.8
FB-9536,TRX-19215,1,4,---,SI,0,46,27.9
FB-9537,TRX-14206,5,4,---,Maybe,0,35,67.8
FB-9538,TRX-10573,5,2,Excelente,NO,No,63,-89.8
FB-9539,TRX-11386,2,2,Excelente,NO,Sí,74,-90.9
FB-9540,TRX-12043,2,4,Precio justo,SI,0,27,87.3
FB-9541,TRX-18292,1,2,Dañado,N/A,No,69,-59.7
FB-9542,TRX-14891,2,3,Lento,N/A,No,44,37.7
FB-9543,TRX-15956,1,4,---,NO,0,35,-70.6
FB-9544,TRX-18919,5,2,No volvería,Maybe,No,58,80.2
FB-9545,TRX-12811,4,1,---,Maybe,Sí,70,49.6
FB-9546,TRX-16931,4,1,Lento,N/A,0,30,-89.1
FB-9547,TRX-10001,3,1,---,NO,Sí,40,-45.6
FB-9548,TRX-14068,3,5,Precio justo,N/A,No,68,94.0
FB-9549,TRX-14925,3,1,No volvería,SI,1,57,69.2
FB-9550,TRX-10756,4,1,Dañado,Maybe,No,57,-90.5
FB-9551,TRX-18510,2,3,N/A,N/A,0,67,-38.5
FB-9552,TRX-14807,1,3,Precio justo,NO,Sí,46,-34.2
FB-9553,TRX-18750,4,5,Lento,N/A,No,39,-4.1
FB-9554,TRX-17289,3,3,No volvería,NO,Sí,75,-44.8
FB-9555,TRX-12291,3,2,Excelente,N/A,Sí,59,65.9
FB-9556,TRX-19454,2,1,No volvería,N/A,0,40,-5.8
FB-9557,TRX-18035,3,2,No volvería,Maybe,Sí,19,-97.5
FB-9558,TRX-15127,3,5,Precio justo,N/A,Sí,57,-22.1
FB-9559,TRX-18563,1,2,Dañado,SI,0,43,18.6
FB-9560,TRX-15769,2,2,No volvería,N/A,Sí,39,31.9
FB-9561,TRX-19931,5,2,N/A,NO,No,63,-80.7
FB-9562,TRX-18818,5,3,No volvería,NO,No,77,-0.5
FB-9563,TRX-18365,3,1,---,SI,Sí,32,-13.9
FB-9564,TRX-13438,3,2,---,SI,0,64,-64.8
FB-9565,TRX-11622,1,4,Dañado,NO,0,77,-64.0
FB-9566,TRX-10732,5,1,Dañado,N/A,No,34,94.6
FB-9567,TRX-13884,2,1,N/A,SI,1,35,-17.3
FB-9568,TRX-10601,2,4,No volvería,N/A,1,83,28.1
FB-9569,TRX-13081,4,5,Excelente,SI,Sí,54,-58.8
FB-9570,TRX-12321,4,5,Excelente,N/A,1,41,91.3
FB-9571,TRX-14910,2,1,Excelente,SI,Sí,32,89.4
FB-9572,TRX-13526,4,3,Precio justo,NO,Sí,68,58.7
FB-9573,TRX-12198,1,5,Precio justo,N/A,1,41,-12.8
FB-9574,TRX-19865,3,5,Excelente,SI,No,40,-17.0
FB-9575,TRX-19045,2,2,Excelente,N/A,No,64,78.0
FB-9576,TRX-13539,5,2,Excelente,Maybe,0,79,73.7
FB-9577,TRX-19695,5,5,Dañado,Maybe,0,80,84.9
FB-9578,TRX-15882,2,3,---,SI,No,29,-45.4
FB-9579,TRX-14544,4,2,Lento,Maybe,1,27,32.4
FB-9580,TRX-12105,4,3,Precio justo,SI,No,72,34.4
FB-9581,TRX-16914,2,1,---,SI,No,62,-28.0
FB-9582,TRX-11218,2,3,Precio justo,Maybe,No,54,-81.1
FB-9583,TRX-19008,2,2,Precio justo,NO,Sí,26,-79.1
FB-9584,TRX-14177,1,4,Lento,SI,0,73,68.6
FB-9585,TRX-14270,5,3,No volvería,SI,Sí,66,-31.7
FB-9586,TRX-16255,1,5,Precio justo,Maybe,0,83,78.1
FB-9587,TRX-12675,1,3,No volvería,N/A,1,75,-42.7
FB-9588,TRX-16554,3,3,Dañado,Maybe,No,70,-59.5
FB-9589,TRX-17472,1,3,---,SI,1,40,-21.4
FB-9590,TRX-11364,5,5,Excelente,N/A,No,29,44.8
FB-9591,TRX-14164,4,3,Excelente,N/A,No,46,24.0
FB-9592,TRX-16968,5,4,Dañado,Maybe,1,44,-70.0
FB-9593,TRX-12346,2,5,Excelente,N/A,Sí,37,96.2
FB-9594,TRX-18780,2,4,Dañado,NO,1,71,95.7
FB-9595,TRX-13338,2,4,Excelente,NO,1,65,-45.6
FB-9596,TRX-11156,1,4,Dañado,NO,1,73,6.0
FB-9597,TRX-14413,3,5,Dañado,SI,Sí,39,-54.5
FB-9598,TRX-13156,4,2,Excelente,Maybe,No,40,98.4
FB-9599,TRX-16097,1,5,No volvería,Maybe,No,51,-30.3
FB-9600,TRX-19234,2,3,Precio justo,SI,Sí,195,80.4
FB-9601,TRX-18379,5,4,Precio justo,SI,Sí,21,-14.2
FB-9602,TRX-19911,2,3,---,Maybe,0,33,43.2
FB-9603,TRX-12687,5,4,Lento,SI,No,45,81.1
FB-9604,TRX-16876,4,4,N/A,Maybe,No,39,24.2
FB-9605,TRX-12514,2,3,N/A,N/A,Sí,25,-53.8
FB-9606,TRX-15183,4,1,Lento,N/A,No,70,59.5
FB-9607,TRX-17104,2,4,Excelente,N/A,No,26,81.8
FB-9608,TRX-16208,2,1,Precio justo,Maybe,1,59,-82.2
FB-9609,TRX-10424,5,5,N/A,SI,0,71,-25.3
FB-9610,TRX-19889,3,4,Lento,SI,Sí,42,98.5
FB-9611,TRX-14055,5,4,Precio justo,SI,No,27,30.4
FB-9612,TRX-11270,1,5,---,SI,Sí,29,-65.2
FB-9613,TRX-14425,4,3,Dañado,SI,Sí,25,68.6
FB-9614,TRX-12041,4,3,No volvería,SI,No,18,-5.8
FB-9615,TRX-18707,3,1,Dañado,Maybe,0,42,72.4
FB-9616,TRX-11802,2,5,Lento,NO,1,62,52.7
FB-9617,TRX-18984,4,4,Lento,SI,1,64,44.4
FB-9618,TRX-16664,3,1,Excelente,Maybe,0,28,-46.0
FB-9619,TRX-11080,1,3,No volvería,Maybe,1,79,11.7
FB-9620,TRX-15396,4,4,N/A,Maybe,Sí,53,71.1
FB-9621,TRX-11457,1,3,---,Maybe,0,57,70.8
FB-9622,TRX-15944,5,1,---,SI,1,22,-65.9
FB-9623,TRX-15464,4,3,No volvería,N/A,0,74,-19.8
FB-9624,TRX-14476,4,3,Precio justo,N/A,No,33,-8.0
FB-9625,TRX-12397,2,5,Excelente,Maybe,No,28,-3.8
FB-9626,TRX-13698,1,1,No volvería,NO,No,71,-8.4
FB-9627,TRX-14483,5,4,Lento,SI,Sí,49,-80.8
FB-9628,TRX-10161,3,3,Dañado,NO,1,67,80.7
FB-9629,TRX-11604,5,3,Dañado,N/A,1,79,56.3
FB-9630,TRX-16179,4,2,---,NO,Sí,24,-13.7
FB-9631,TRX-13640,1,1,N/A,Maybe,1,77,90.3
FB-9632,TRX-16203,4,1,No volvería,NO,1,56,8.3
FB-9633,TRX-11720,3,4,Dañado,SI,1,68,-88.4
FB-9634,TRX-12023,3,5,Lento,Maybe,Sí,24,-11.4
FB-9635,TRX-12879,4,4,---,SI,0,56,-58.7
FB-9636,TRX-18625,4,1,Precio justo,N/A,0,53,99.6
FB-9637,TRX-15022,4,3,Lento,N/A,1,29,-75.2
FB-9638,TRX-19647,1,5,---,SI,No,70,-38.8
FB-9639,TRX-18021,2,5,No volvería,NO,0,78,35.7
FB-9640,TRX-11565,3,1,---,NO,No,40,-55.3
FB-9641,TRX-18666,1,1,N/A,SI,Sí,40,-77.6
FB-9642,TRX-15716,3,4,---,Maybe,1,46,-22.8
FB-9643,TRX-19374,4,2,Lento,SI,Sí,67,79.1
FB-9644,TRX-14620,3,1,Lento,NO,1,41,15.4
FB-9645,TRX-19036,5,1,Dañado,N/A,1,39,49.1
FB-9646,TRX-14440,3,4,N/A,N/A,1,29,-43.0
FB-9647,TRX-19952,5,1,Precio justo,SI,No,82,78.6
FB-9648,TRX-11623,1,4,N/A,NO,0,47,12.2
FB-9649,TRX-10785,1,1,Excelente,N/A,1,53,-29.2
FB-9650,TRX-12797,99,3,No volvería,SI,Sí,59,31.0
FB-9651,TRX-15210,5,1,No volvería,NO,1,41,-18.6
FB-9652,TRX-16382,3,2,Lento,SI,No,56,-44.6
FB-9653,TRX-12960,1,5,Dañado,N/A,0,55,53.4
FB-9654,TRX-15655,3,4,Dañado,NO,1,49,-78.5
FB-9655,TRX-18711,2,2,No volvería,Maybe,0,75,32.8
FB-9656,TRX-19038,2,4,N/A,N/A,No,71,5.1
FB-9657,TRX-19742,5,2,Excelente,Maybe,0,49,2.7
FB-9658,TRX-16597,5,4,Excelente,N/A,1,27,-31.5
FB-9659,TRX-17812,3,4,Precio justo,Maybe,No,74,-45.0
FB-9660,TRX-19704,2,5,Lento,Maybe,0,47,38.1
FB-9661,TRX-12090,2,1,No volvería,SI,1,70,62.2
FB-9662,TRX-14244,5,4,N/A,SI,No,65,-22.8
FB-9663,TRX-10155,4,4,Excelente,NO,0,60,-71.2
FB-9664,TRX-18414,3,5,---,SI,1,18,-95.7
FB-9665,TRX-12547,3,4,Excelente,SI,1,56,16.0
FB-9666,TRX-12070,1,4,Dañado,NO,No,29,-50.0
FB-9667,TRX-12337,5,3,Precio justo,SI,No,67,-17.4
FB-9668,TRX-16206,1,3,No volvería,N/A,1,26,11.5
FB-9669,TRX-19298,4,3,Precio justo,Maybe,1,66,44.7
FB-9670,TRX-14380,1,5,Excelente,Maybe,No,21,-15.3
FB-9671,TRX-10866,4,4,Precio justo,SI,No,41,40.5
FB-9672,TRX-16064,1,5,---,SI,1,77,82.7
FB-9673,TRX-14081,5,5,Excelente,NO,No,45,-44.5
FB-9674,TRX-19972,4,2,N/A,SI,Sí,69,39.4
FB-9675,TRX-16852,3,1,Dañado,N/A,0,37,-39.2
FB-9676,TRX-17500,5,2,N/A,Maybe,1,80,-86.4
FB-9677,TRX-12999,5,1,Lento,NO,Sí,47,-83.4
FB-9678,TRX-17191,2,2,---,NO,1,84,40.5
FB-9679,TRX-15799,3,4,No volvería,NO,0,36,-70.1
FB-9680,TRX-17678,1,5,Lento,SI,No,38,99.3
FB-9681,TRX-18228,5,2,Precio justo,SI,Sí,57,8.7
FB-9682,TRX-14699,1,2,Excelente,SI,No,38,-37.5
FB-9683,TRX-14519,5,4,Lento,NO,Sí,72,21.0
FB-9684,TRX-17008,3,5,Dañado,NO,0,50,-82.0
FB-9685,TRX-18529,5,1,---,Maybe,1,55,-89.4
FB-9686,TRX-13748,1,2,N/A,Maybe,No,26,7.4
FB-9687,TRX-15000,1,1,Precio justo,SI,Sí,67,-64.1
FB-9688,TRX-11424,3,3,Precio justo,SI,Sí,49,-85.5
FB-9689,TRX-15007,1,2,---,Maybe,Sí,58,25.6
FB-9690,TRX-16660,4,5,Lento,N/A,0,40,-10.2
FB-9691,TRX-15123,5,3,Precio justo,Maybe,1,59,-0.6
FB-9692,TRX-11476,4,3,No volvería,SI,1,33,52.9
FB-9693,TRX-11302,2,2,Lento,SI,0,38,37.6
FB-9694,TRX-11256,2,2,Lento,SI,No,80,61.1
FB-9695,TRX-13932,5,3,N/A,SI,1,31,-82.3
FB-9696,TRX-11534,1,2,Dañado,Maybe,0,64,-83.5
FB-9697,TRX-12705,3,5,---,SI,Sí,59,15.4
FB-9698,TRX-19425,2,5,Precio justo,SI,Sí,45,84.6
FB-9699,TRX-10940,1,3,Dañado,Maybe,No,43,49.2
FB-9700,TRX-11385,3,2,Precio justo,N/A,Sí,69,40.3
FB-9701,TRX-14683,5,3,Lento,Maybe,0,73,-29.2
FB-9702,TRX-19079,1,5,---,SI,0,25,13.8
FB-9703,TRX-18074,4,2,Precio justo,SI,Sí,20,39.2
FB-9704,TRX-10175,5,5,---,NO,0,83,1.1
FB-9705,TRX-16946,2,2,---,SI,Sí,18,-53.9
FB-9706,TRX-18334,5,4,Dañado,N/A,Sí,18,35.8
FB-9707,TRX-12235,5,5,---,SI,No,59,3.0
FB-9708,TRX-17858,3,1,Lento,Maybe,0,67,-50.0
FB-9709,TRX-18156,2,2,N/A,SI,0,68,5.6
FB-9710,TRX-18437,3,4,Precio justo,SI,Sí,65,-31.4
FB-9711,TRX-18722,5,4,Dañado,NO,No,84,-86.7
FB-9712,TRX-12042,1,4,---,SI,No,56,-5.5
FB-9713,TRX-16643,4,5,N/A,SI,Sí,54,93.8
FB-9714,TRX-10227,4,1,Precio justo,Maybe,1,53,-50.2
FB-9715,TRX-13115,3,4,N/A,N/A,No,52,-11.8
FB-9716,TRX-10119,1,3,Dañado,NO,Sí,83,64.3
FB-9717,TRX-16962,4,2,No volvería,N/A,0,48,90.0
FB-9718,TRX-18754,1,2,Dañado,N/A,1,57,-88.8
FB-9719,TRX-15653,3,1,Excelente,SI,Sí,50,49.9
FB-9720,TRX-14001,2,1,---,NO,Sí,83,-35.6
FB-9721,TRX-18652,1,5,Precio justo,SI,Sí,44,-78.5
FB-9722,TRX-19981,1,3,Excelente,SI,0,67,51.1
FB-9723,TRX-10693,2,2,No volvería,Maybe,1,43,-5.8
FB-9724,TRX-19951,5,4,Dañado,SI,Sí,39,-58.6
FB-9725,TRX-17350,5,4,N/A,NO,No,83,43.5
FB-9726,TRX-12761,5,2,Lento,NO,0,33,-55.8
FB-9727,TRX-18577,3,3,Lento,SI,1,42,25.8
FB-9728,TRX-13687,5,3,N/A,NO,No,33,-33.1
FB-9729,TRX-12864,3,4,Dañado,N/A,Sí,53,-54.6
FB-9730,TRX-11230,2,2,No volvería,N/A,1,31,-92.1
FB-9731,TRX-16013,1,4,N/A,N/A,No,57,-68.7
FB-9732,TRX-12184,4,5,---,Maybe,No,26,86.9
FB-9733,TRX-18416,4,2,Dañado,N/A,Sí,57,-9.9
FB-9734,TRX-15788,3,3,N/A,N/A,1,62,69.0
FB-9735,TRX-10834,3,4,Lento,NO,0,18,52.1
FB-9736,TRX-16925,1,1,Lento,NO,Sí,46,38.4
FB-9737,TRX-18118,2,1,Lento,N/A,0,25,47.4
FB-9738,TRX-16211,1,5,---,SI,1,75,-66.5
FB-9739,TRX-12793,3,1,Dañado,NO,No,36,-50.7
FB-9740,TRX-16115,1,5,No volvería,Maybe,Sí,64,55.7
FB-9741,TRX-11855,3,5,No volvería,NO,Sí,44,33.6
FB-9742,TRX-15537,4,3,---,Maybe,0,71,62.3
FB-9743,TRX-14092,1,3,No volvería,N/A,No,74,37.2
FB-9744,TRX-18832,2,2,---,N/A,Sí,72,57.1
FB-9745,TRX-11931,4,4,N/A,Maybe,No,22,16.5
FB-9746,TRX-14752,2,1,---,Maybe,Sí,59,63.4
FB-9747,TRX-14901,2,4,Lento,Maybe,0,45,-35.3
FB-9748,TRX-17915,3,4,Precio justo,NO,1,29,-86.4
FB-9749,TRX-14809,2,5,N/A,N/A,0,62,-59.7
FB-9750,TRX-14337,5,1,Dañado,NO,0,51,-69.7
FB-9751,TRX-13490,2,3,---,SI,No,75,-5.5
FB-9752,TRX-10036,1,4,Lento,Maybe,1,30,80.9
FB-9753,TRX-19319,3,5,No volvería,SI,No,26,-37.8
FB-9754,TRX-16449,3,3,Dañado,Maybe,Sí,66,3.4
FB-9755,TRX-13562,5,5,N/A,Maybe,Sí,27,63.0
FB-9756,TRX-14994,3,4,No volvería,N/A,No,46,74.2
FB-9757,TRX-18446,3,4,Excelente,Maybe,1,66,-44.4
FB-9758,TRX-10580,4,4,Lento,NO,No,68,4.7
FB-9759,TRX-17586,4,1,---,Maybe,Sí,68,-48.7
FB-9760,TRX-17999,4,1,No volvería,Maybe,1,83,-16.1
FB-9761,TRX-10942,5,4,Excelente,SI,0,28,-21.5
FB-9762,TRX-15828,3,1,No volvería,N/A,Sí,38,-87.2
FB-9763,TRX-10096,3,5,Lento,N/A,Sí,67,-94.5
FB-9764,TRX-17542,3,5,Precio justo,Maybe,No,26,23.6
FB-9765,TRX-15382,2,2,No volvería,SI,No,60,-65.6
FB-9766,TRX-14888,3,3,No volvería,NO,1,55,-70.3
FB-9767,TRX-15798,3,5,N/A,NO,1,61,-28.4
FB-9768,TRX-11755,1,3,Excelente,Maybe,0,70,-53.7
FB-9769,TRX-10084,1,2,Lento,Maybe,1,77,49.1
FB-9770,TRX-15729,3,2,No volvería,SI,1,43,29.9
FB-9771,TRX-13050,2,3,N/A,N/A,No,73,92.5
FB-9772,TRX-16587,2,4,N/A,SI,1,73,-19.6
FB-9773,TRX-15808,5,3,Dañado,NO,No,63,-94.7
FB-9774,TRX-10145,5,5,---,Maybe,No,37,69.4
FB-9775,TRX-11660,3,3,N/A,Maybe,No,54,-75.5
FB-9776,TRX-17058,4,5,Lento,SI,Sí,53,-46.2
FB-9777,TRX-18061,2,5,Excelente,N/A,No,60,26.1
FB-9778,TRX-13236,4,5,Excelente,SI,No,70,-7.7
FB-9779,TRX-11388,5,4,---,N/A,No,73,38.4
FB-9780,TRX-18668,2,4,Excelente,N/A,No,61,-61.2
FB-9781,TRX-18426,4,2,Lento,NO,Sí,84,17.1
FB-9782,TRX-12518,3,1,N/A,N/A,Sí,52,-9.2
FB-9783,TRX-16729,4,4,Lento,NO,Sí,18,17.5
FB-9784,TRX-12029,5,4,No volvería,Maybe,Sí,59,76.4
FB-9785,TRX-17985,2,2,Excelente,SI,Sí,82,6.7
FB-9786,TRX-10113,2,2,N/A,NO,0,43,48.2
FB-9787,TRX-12549,2,2,Excelente,SI,Sí,84,48.8
FB-9788,TRX-14098,3,3,N/A,NO,1,78,32.4
FB-9789,TRX-13704,2,5,N/A,Maybe,Sí,62,-3.3
FB-9790,TRX-17711,4,4,Lento,NO,1,50,-99.3
FB-9791,TRX-16477,1,5,Lento,NO,1,75,-75.8
FB-9792,TRX-16132,1,1,Dañado,SI,No,26,8.6
FB-9793,TRX-14903,3,2,Excelente,NO,0,36,-91.2
FB-9794,TRX-15971,4,1,N/A,SI,1,47,-90.9
FB-9795,TRX-17017,3,2,Lento,Maybe,1,80,-74.8
FB-9796,TRX-12984,1,2,Lento,Maybe,0,70,-53.4
FB-9797,TRX-18788,2,1,No volvería,NO,1,28,99.9
FB-9798,TRX-14415,1,5,Excelente,N/A,0,43,-75.9
FB-9799,TRX-11780,1,1,---,Maybe,1,43,-45.8
FB-9800,TRX-17185,99,3,Dañado,N/A,Sí,195,36.6
FB-9801,TRX-17198,1,4,Lento,N/A,1,31,35.3
FB-9802,TRX-12651,3,4,---,SI,Sí,33,75.0
FB-9803,TRX-12291,5,5,No volvería,N/A,0,56,22.1
FB-9804,TRX-15795,3,5,N/A,N/A,Sí,47,-46.8
FB-9805,TRX-17110,5,5,No volvería,N/A,No,30,-52.2
FB-9806,TRX-10095,3,1,---,SI,Sí,82,66.0
FB-9807,TRX-15885,1,1,Precio justo,NO,1,19,-80.4
FB-9808,TRX-13251,2,1,N/A,N/A,Sí,40,-3.8
FB-9809,TRX-11813,4,2,N/A,Maybe,0,51,-3.4
FB-9810,TRX-13105,5,1,N/A,SI,No,82,47.8
FB-9811,TRX-14667,3,4,Excelente,N/A,0,59,99.1
FB-9812,TRX-10659,2,4,No volvería,N/A,1,59,-0.7
FB-9813,TRX-12190,4,2,Dañado,SI,1,56,55.1
FB-9814,TRX-16464,2,1,Excelente,SI,0,39,70.3
FB-9815,TRX-16898,5,1,Dañado,SI,No,52,-93.2
FB-9816,TRX-15426,5,3,N/A,N/A,0,61,27.2
FB-9817,TRX-10517,4,3,No volvería,SI,No,65,76.9
FB-9818,TRX-12626,4,4,Excelente,N/A,1,67,44.1
FB-9819,TRX-13260,5,5,No volvería,Maybe,1,76,54.7
FB-9820,TRX-17852,5,4,No volvería,N/A,No,50,62.2
FB-9821,TRX-14354,1,2,No volvería,NO,1,33,-96.1
FB-9822,TRX-11946,4,1,N/A,N/A,1,22,85.8
FB-9823,TRX-16899,4,3,Lento,N/A,1,61,81.2
FB-9824,TRX-18012,5,4,N/A,N/A,0,31,20.3
FB-9825,TRX-19013,3,2,Lento,NO,1,74,-30.2
FB-9826,TRX-18119,1,5,---,SI,Sí,64,-26.2
FB-9827,TRX-12087,3,4,Dañado,N/A,0,36,7.0
FB-9828,TRX-15322,5,1,---,Maybe,Sí,79,-41.7
FB-9829,TRX-16551,1,1,---,Maybe,1,27,13.2
FB-9830,TRX-18222,1,3,---,SI,No,73,23.6
FB-9831,TRX-16370,5,2,Lento,Maybe,No,28,45.7
FB-9832,TRX-12153,2,5,Dañado,NO,0,24,-86.8
FB-9833,TRX-11797,2,5,Lento,SI,1,70,-86.6
FB-9834,TRX-11767,4,2,N/A,SI,1,33,84.5
FB-9835,TRX-10346,5,3,No volvería,NO,1,77,48.9
FB-9836,TRX-12066,5,1,---,NO,0,68,-31.6
FB-9837,TRX-12548,3,5,---,Maybe,0,26,-95.1
FB-9838,TRX-15638,5,2,Lento,Maybe,Sí,66,21.9
FB-9839,TRX-18192,2,3,Precio justo,NO,0,53,-50.2
FB-9840,TRX-10223,5,1,N/A,Maybe,No,26,-88.4
FB-9841,TRX-13874,3,2,No volvería,N/A,1,49,51.0
FB-9842,TRX-10852,4,3,Precio justo,NO,Sí,74,95.3
FB-9843,TRX-15605,1,4,No volvería,Maybe,0,74,49.4
FB-9844,TRX-17039,4,2,N/A,Maybe,Sí,61,-77.6
FB-9845,TRX-19782,3,5,N/A,SI,1,36,-26.5
FB-9846,TRX-10131,5,2,Lento,SI,0,60,-50.4
FB-9847,TRX-17116,2,1,Excelente,N/A,1,81,-25.2
FB-9848,TRX-17867,5,2,Dañado,NO,1,30,11.5
FB-9849,TRX-14742,1,1,No volvería,N/A,No,27,27.0
FB-9850,TRX-14623,2,3,Excelente,NO,Sí,65,-38.4
FB-9851,TRX-17961,4,4,Excelente,NO,No,37,34.9
FB-9852,TRX-11353,3,1,Lento,Maybe,No,23,36.9
FB-9853,TRX-17027,4,3,No volvería,SI,Sí,61,98.6
FB-9854,TRX-14059,1,3,---,SI,Sí,65,-3.8
FB-9855,TRX-12498,1,4,Excelente,NO,Sí,81,-34.3
FB-9856,TRX-18376,5,5,Dañado,Maybe,Sí,46,71.6
FB-9857,TRX-13061,5,5,Precio justo,NO,No,26,-66.4
FB-9858,TRX-14087,5,2,---,SI,0,40,-10.6
FB-9859,TRX-14606,1,5,Lento,N/A,Sí,72,25.3
FB-9860,TRX-11884,2,2,N/A,SI,0,45,-71.5
FB-9861,TRX-14317,4,1,Lento,N/A,0,64,-89.1
FB-9862,TRX-14052,4,1,---,SI,1,32,-20.6
FB-9863,TRX-17031,3,2,Lento,SI,0,75,-30.0
FB-9864,TRX-13250,3,4,Dañado,NO,1,35,49.0
FB-9865,TRX-17764,2,4,N/A,N/A,No,57,6.6
FB-9866,TRX-11688,5,5,Lento,N/A,1,35,-95.5
FB-9867,TRX-18230,5,1,Dañado,NO,Sí,24,83.8
FB-9868,TRX-12968,2,1,N/A,NO,Sí,19,72.2
FB-9869,TRX-13091,4,4,Excelente,Maybe,Sí,68,-85.1
FB-9870,TRX-19686,5,3,No volvería,N/A,0,52,-49.0
FB-9871,TRX-12436,4,4,Excelente,SI,Sí,27,24.8
FB-9872,TRX-13758,1,4,No volvería,NO,1,37,-63.9
FB-9873,TRX-11973,3,3,---,N/A,Sí,74,94.8
FB-9874,TRX-12167,5,5,Lento,NO,Sí,30,-15.9
FB-9875,TRX-16574,3,2,Excelente,N/A,1,41,40.9
FB-9876,TRX-10628,2,5,Dañado,SI,0,59,2.2
FB-9877,TRX-14486,1,3,---,NO,0,80,-38.3
FB-9878,TRX-13148,5,3,Lento,Maybe,0,63,39.4
FB-9879,TRX-12395,5,5,Excelente,SI,1,78,-4.9
FB-9880,TRX-16984,4,2,Excelente,NO,No,80,27.2
FB-9881,TRX-10289,3,5,Dañado,Maybe,1,37,-21.4
FB-9882,TRX-13270,1,1,Dañado,NO,0,33,99.5
FB-9883,TRX-11489,4,1,Excelente,SI,No,52,-58.7
FB-9884,TRX-10834,1,1,N/A,SI,No,26,-63.4
FB-9885,TRX-16231,1,2,Dañado,SI,Sí,53,-98.1
FB-9886,TRX-16673,2,2,---,Maybe,1,31,74.1
FB-9887,TRX-18601,2,3,Precio justo,N/A,0,60,-68.6
FB-9888,TRX-15020,4,4,N/A,SI,0,40,-50.7
FB-9889,TRX-13791,4,2,N/A,SI,0,66,-58.7
FB-9890,TRX-13633,4,4,---,N/A,No,18,95.8
FB-9891,TRX-15507,1,1,Precio justo,Maybe,0,67,70.6
FB-9892,TRX-16980,5,1,Dañado,Maybe,No,75,49.8
FB-9893,TRX-17851,2,4,Excelente,N/A,Sí,46,-22.4
FB-9894,TRX-11005,5,5,Dañado,SI,No,19,-98.6
FB-9895,TRX-18353,3,3,---,Maybe,Sí,33,93.6
FB-9896,TRX-16997,2,3,Dañado,N/A,1,44,-59.3
FB-9897,TRX-10846,3,5,No volvería,Maybe,1,53,-86.8
FB-9898,TRX-14985,3,4,Precio justo,NO,No,43,-23.9
FB-9899,TRX-11803,4,4,Lento,NO,0,24,-44.3
FB-9900,TRX-14411,1,2,Lento,N/A,Sí,55,88.8
FB-9901,TRX-15956,5,1,Lento,SI,1,55,-94.5
FB-9902,TRX-14596,3,1,---,NO,Sí,42,95.8
FB-9903,TRX-15751,4,4,Dañado,SI,No,69,17.3
FB-9904,TRX-16849,1,2,Lento,Maybe,1,73,-40.0
FB-9905,TRX-14046,2,2,No volvería,N/A,No,67,73.6
FB-9906,TRX-15240,3,3,Dañado,NO,No,75,-16.6
FB-9907,TRX-10779,4,3,Excelente,N/A,0,23,6.5
FB-9908,TRX-12977,4,4,Excelente,N/A,0,46,-71.5
FB-9909,TRX-10669,4,3,Dañado,N/A,1,84,76.1
FB-9910,TRX-10008,2,2,N/A,N/A,No,53,75.7
FB-9911,TRX-10854,1,5,Precio justo,N/A,Sí,23,50.3
FB-9912,TRX-15269,5,1,Precio justo,Maybe,Sí,18,45.2
FB-9913,TRX-13473,5,4,Excelente,NO,No,46,-60.0
FB-9914,TRX-14674,3,3,Lento,N/A,No,29,-11.5
FB-9915,TRX-17734,1,3,---,NO,0,73,-81.6
FB-9916,TRX-14590,3,2,No volvería,NO,0,23,18.3
FB-9917,TRX-19937,5,3,Dañado,Maybe,Sí,76,-57.8
FB-9918,TRX-11650,2,1,---,NO,Sí,69,-40.3
FB-9919,TRX-17059,1,4,No volvería,NO,No,54,63.1
FB-9920,TRX-13028,1,3,No volvería,NO,0,59,97.0
FB-9921,TRX-14133,3,5,N/A,Maybe,1,56,-24.0
FB-9922,TRX-18049,3,5,No volvería,SI,1,56,58.9
FB-9923,TRX-15956,2,4,Dañado,NO,Sí,72,-73.6
